doc_id,filename,mime_type
1MOTOx_T8nUg8v2wkkomBjavxmDDglsfq,Certificate - LogpointCSW_Organizers.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1Tbn__Rz5bdZ43iHDF-bKhA8Wksf1BPuS,Certificate - LOCUS_Cup_Organizers.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1EfEz8b_tdpxLoboFhgfKweJX1CHHqM9c,Certificate - HFCYG_Winners.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1tAPFhzXsTp8odHatQMrWqlFZ3X8NVR0f,Certificate - Matlab.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1jsdOg62nEdLrRC7ely7RY21VdXYHYO3y,Certificate - PUBG_Organizers.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1bS-2ug-Io31INOSD83JlEtwbkX2XokFG,Certificate - Quantum_Computing.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
17kzAI-JoL3RM403UDcy6pwnlf919bUcM,Certificate - BoHO.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1sCA57LKPPUVk3SwuWs8GQ-bkD_C8h-AE,Certificate - HackaWeekMentors.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1K1DmiLjAGFJ59JKX-huzHB5xtHZaYsTT,Certificate - Basics_Of_Hardware.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1cdZlo0E7ieUiR2QvXJ5mDWykSy8xg9-r,Certificate - DataRushO.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1JyGZNNgeXucocujQ-mMaOn8Ui7GOazCH,Certificate - CodeJamOrganizers.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
11eIqBiiYGg9R9prg69Yutw25SSkuRbhR,Certificate - BhoosTypingCompetition_Organizers2.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1DDIAfQue8KVEFjMm6IAR3gGwP5E9xL7m,Certificate - BTCWinners.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1Ia2vwuxe3a2KzC1Y2Sq6oAUA81D7pgaT,Certificate - LCGF_Organizer.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1B1-of7Vq2v658Kl5HDmp31Cl8GxkXLsd,Certificate - Creatives.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1cU8rghz2aeTYZg4JQCGiFtqNTTTRpK6w,Certificate - H-A-W_Mentors_Blank.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1_bEOJw-4-G9sIEzeUQiIDbH01-F5qg_Y,Certificate - GitP.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1kspAOtlOqhjgHmqoemnRe02-2ZIYBupM,Certificate - HWOrg.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1b35OSoZ30-Kip6-gUTsfLSZeagEiRQnB,Certificate - HFCYG.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1bh9G-NZ_Q3qw4KSlpS0DHE3is6iPUOA4,Certificate - Hardware.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1g95MG80dq12V8Uug0sgn3kMDUP8KApYu,Certificate - HardwareFellowshipOrganizer.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1-AbVrmCW6YVSTNS083fWQOK47BMrUV6E,Certificate - Proteus.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1kfA1Va6rOjBfCuAD73w0xs4o7Ys-JzRr,Certificate - HFCYG_Organizer.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1GE_9Gs6mnII6Quu2BzX_D5HHT_ibEn-w,Certificate - LCGF_Blank.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1MwJD9q3Mb9mF-7Clsdpi1ulARGTvnSHv,Certificate - GitWorkshop_Organizer.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1TF3QzJhareOqNYve2gTtbXITzBJTf2Jy,Certificate - EnergyHackathon_Winners.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1cOuVktHyvou3DSEEkbbePoEJa2WKaa0_,Winner.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1KxFSaVwIwh0EJnq9YQ9BgTtVLlN4zywy,Participation.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
14xkLosCzBMCoBm8ESzOm4ZOvaoA9C7Vv,TeamTemplate.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1xBGCXE_M_COHjZKvK3UJZsbrDiLU3yUu,LOCUS Cup Merged.pdf,application/pdf
1ERD2ZHrU8kBTY3G3Ay7a908i9SOXnt95,MergedCommunityPartner.pdf,application/pdf
1Uw1iwekMxl1ADxSz1Q7f7vpkfHGLlrYt,CR_Combined.pdf,application/pdf
1ivDXxA2EM1Aa3r1q4wV02-_rSfNud6kR,EditedSponsors.pdf,application/pdf
19pruiAfQkgZ7l4f0orcKsBT_HLVS4rez,Cert_DataRushP13633.pdf,application/pdf
1duHyBPlW2NaBXnQDIRc7HkXMNLOS_Pea,Cert_DataRushP13613.pdf,application/pdf
1znEOY4SD-NLB8rgvt6_OvN-3q7s4XEWT,Cert_DataRushP13620.pdf,application/pdf
189BS6sRm0o95ihOPlCSzuDjkHb25fYWy,Cert_DataRushW188.pdf,application/pdf
1AxIgFlMyexHNxqEZDBpY-uaqJeWz4azL,Cert_DataRushW182.pdf,application/pdf
1-9FKFWr5IGuSrH4WIPvAzaxG0ltxC-5k,Cert_DataRushP13635.pdf,application/pdf
1F_9SNicawvI4p9pvThhXmsjbkmkpAO2G,Cert_DataRushP13621.pdf,application/pdf
1Xk7hkjizcTbFeShYtgrzSpZlVdOcPM9v,Cert_DataRushP13629.pdf,application/pdf
1i41xRAnQopfLbqlBWVIv98VVEL2Y82dN,Cert_DataRushP13624.pdf,application/pdf
1tTvkpT5RjbBR4IKmSMyqzWTnQsXFC9KK,Cert_DataRushP13630.pdf,application/pdf
1RQwU7HBNnWxqz4ZY2z1PtF-b4d2XcYnm,Cert_DataRushW183.pdf,application/pdf
1w3UzbzOxXM7cxdImVuYTEhzvuiq4Lj7j,Cert_DataRushW181.pdf,application/pdf
1VqPI6btk5uyzJeW_rAe1bqDp8FN_GK4q,Cert_DataRushP13628.pdf,application/pdf
18rCIJXXWPZxCMkuLmLM_Fd5M2TrYLZFB,Cert_DataRushW186.pdf,application/pdf
1m3AHwbfcmcUpSMTaZYPbwPH_IXvcCk2m,Cert_DataRushP13626.pdf,application/pdf
1tzb_SEM0h3p65LcwmhqY_r_wCBzajBCA,Cert_DataRushP13614.pdf,application/pdf
1CjEqhe7ouEQxjalDPCHJAK3WTEhMwtUl,Cert_DataRushP13634.pdf,application/pdf
1aBXDP-5TCe6mkyiAdENlrcbp2BTLz9Ed,Cert_DataRushP13622.pdf,application/pdf
1l7GqYhxdX-VVQL3kYpYIGC7MjHsZvX_7,Cert_DataRushP13618.pdf,application/pdf
1O0mxOzaDvYTnpxBmZoQda2Lge0QWkVoe,Cert_DataRushP13625.pdf,application/pdf
1paNuMeOqUmWM17ZWcyaaXKtaXDEHtk8Y,Cert_DataRushP13615.pdf,application/pdf
1sIwSRngJ9KMtwu0NUuPYUimaYob39Yit,Cert_DataRushP1369.pdf,application/pdf
1TayZzp19geYfPClipdQ-aeaZe2gdCf5w,Cert_DataRushP13612.pdf,application/pdf
1cNXT-JMd5fyxIx8N7WIpZEx4jel-roW4,Cert_DataRushP13631.pdf,application/pdf
1sBvn_i0QSt3al3OCJ5XzAEALAPHw7H0T,Cert_DataRushP13616.pdf,application/pdf
1iW0FDndcsTYr3NqerY3ZdC2rMyg-JUEr,Cert_DataRushP13623.pdf,application/pdf
1rplQp291ogV8snFBgwwrzLFmU4rjoSMn,Cert_DataRushP13610.pdf,application/pdf
1XGZVmb_se0YNepnu6ZD2Ks7PzIwT_dQ0,Cert_DataRushP13632.pdf,application/pdf
1uK4oSdKHboASgqsUAk7uQ0Idbr1TnmgK,Cert_DataRushP13619.pdf,application/pdf
1IIRDuLJR0BKiG5cnR_lx4nsbf__QNCKo,Cert_DataRushP13617.pdf,application/pdf
1-TQSyY2Qx2hgzcckBs0OjnqT1YHl-AI6,Cert_DataRushW185.pdf,application/pdf
12qnxwA5NKTW7LBz-5eKVT2xJE-1YITQi,Cert_DataRushP13611.pdf,application/pdf
1t0pMepRihr_IThDqhtgSZHSupqPq0sIJ,MergedDataRush.pdf,application/pdf
1TKyAK0NtR_V5gtIc0nAw9BZpW4VB10yc,Cert_DataRushP13627.pdf,application/pdf
1nXK6PPK7s3wyDSyIIfmJ1N0EqEq2ocpY,Cert_DataRushW184.pdf,application/pdf
1SZblTAtnaevSh5Hr2XfKwEB8DNdv5cMR,Cert_DataRushP13636.pdf,application/pdf
1rUxf3Anp_L-xMZBcOrbnDrDliGhXYJ1Y,Cert_DataRushW187.pdf,application/pdf
1JS-pZPnnPLBH_XSTmWihcmBX1chWoxbA,Cert_HFCYG1106.pdf,application/pdf
1_lejoZxnWrFgC07GwkFUmhY8cpoyPFRx,Cert_HFCYG11010.pdf,application/pdf
1tgqqouRS-fGhzeCbgtAJr7tET2ErkD6a,Cert_HFCYG1107.pdf,application/pdf
1sqJkWu454InT6aK0gSmq-DW1sUaA4utJ,Cert_HFCYG1102.pdf,application/pdf
13cMcU79NE18bQHjZthko7iM3SMlf9oVE,Cert_HFCYG1103.pdf,application/pdf
1HYLHzSPxXiPB4shCW_mPm7EjbquWGbE-,Cert_HFCYG1101.pdf,application/pdf
1ty1-kMiK-aTCJIKXu-p18x2aAoLeHC6O,Cert_HFCYG1104.pdf,application/pdf
1sdYxXXnOWwivxvgoH0_nSuVHL7d44180,Cert_HFCYG1109.pdf,application/pdf
1i7St4SoS9bCH3r3YCJFqeM48_BrdRYtY,Cert_HFCYG1108.pdf,application/pdf
144VgWvUMOe9i8EjUXhNKzP-3oTXg_xFQ,Cert_HFCYG1105.pdf,application/pdf
1dc2HALOZ7OIVSIGXedlM3vbWWf13o2AY,MergedCreatives.pdf,application/pdf
1X5V60y8-NI6mm2ppHMYBdx8QcQL77Oik,EW Logo.pdf,application/pdf
1WOpgJ_BHX1vWkynvoG00Hgia_iQrCsAo,THE NEXT LOGO.pdf,application/pdf
1_IAwyF_Pd3w_boKRcDHf2rbeR31MzQrF,LF Logo - CMYK.pdf,application/pdf
14GOgQNZRfhtFmbpv61E8GaFggkZ2VYyH,vianet-log-white-bg-black.pdf,application/pdf
1FRXwvRWlclx8_qTZvop7Geh1J8L5u0MI,nmb logo.pdf,application/pdf
1i2bYcvhMeLttROiCDcUpxRDQ1W7lg8Bl,LogPoint.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
10S97KN3i6Ma5BR2jsSy0Oi7OZw_8t1-i,Certificate.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1X0BCnkkfDwhcJDEdInh9oobbOXZoFWnG,~$rtificate - TalkShow.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
19NP0oAg9J93B4jtoLysF000nPeFsJwc_,Certificates.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1rxG3k1x8bgLIKvomhZ8Ds4GmCbkLuskr,~$Certificates.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1XvUfWy-ZcqVRfTX6XEnGApEBXZPd1hPy,Campus_Chief.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1CIo6Wl81wSIVp4v3m13A26MT_-BxZdkE,License premium.txt,text/plain
1wWrbpcAD9E77gjluySXRkwI7nAOw4fvy,License free.txt,text/plain
18UlUDVGKzCgyAt4wa21Knq5BkG07asE9,JUST_FOR_REF.pdf,application/pdf
1la91g_6HSjDRITjOnIV1aZhKOThy4mUb,EventList.pdf,application/pdf
12MhT5ecQZIvh7G1ei_aBGBK9KmEe3Ofb,Proposal Draft4.pdf,application/pdf
17VxRvgt_pNDAavh75Au7QPbQ_tRdHM4Z,Proposal Draft3.pdf,application/pdf
1YLouasUjnfzdhPtzC6Bm9DFLoqdeI27a,Proposal Draft2.pdf,application/pdf
1GJLFat7srAMBw_RpV9B71mbGIizkdyuc,Proposal Draft1.pdf,application/pdf
14f0gRejPdrhV4ENoYpuwvGECs0Ko_TM7,A4.pdf,application/pdf
1kLrgu2gKFlegr-_ThAnQZ9Wj2vwkefb6,A4.pdf,application/pdf
1Z1MUOC_IHUqoRRfxJAny6ESd_CK4_UMMEOY0D3wKn4M,Innovate short version,application/vnd.google-apps.document
1FEDyQMZxKZrBL6L5MidWFb0Kb093CmibVT6gQrkwy3k,1) Industry: An Engineer’s Perspective,application/vnd.google-apps.document
1ro_n2ler9m9iwQJ0OViRJOwXFfu55w8D3m1h3u63IZI,4) Industrialize,application/vnd.google-apps.document
1m974iDoBUY7F19bfv-Qup9XxDfRfQ2b22hoGrRh7qXg,3) Integrate,application/vnd.google-apps.document
1PmaZJGcA8mABKBZyzEYhxSO6utA_7KgyRALtvJVr5EY,2) Innovate,application/vnd.google-apps.document
11QAbNNnWi6X4vMszyb2gFm8IhKY0kzzM,Copy of LOCUS ThemeDraft.pdf,application/pdf
1cPottVGfwJ4O9LrMqZ9pA4afn92imtIx,Horizontal banner.pdf,application/pdf
1XK61nbhwjWIQpEzQq0-HH46Iq3F1szUq,Vertical banner.pdf,application/pdf
1TXFqKoTcTfXQye42qxzeKys-N5L_sn9X,Quiz_Proposal-min-2021.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1Z9LIosgiAcBOEkrb6yNJBcH5oDzOsNne,Quiz_Proposal-min-2021.pdf,application/pdf
1-xjtculhKylZbmkgVVtDHz28M_pYPzFD,EnergryHackathon Report.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
12O3TQC4zutbWOW6FJG4R7QCft3noXaor,EnergryHackathon Proposal.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1eX4obxQj7Mi2_VJamtnP3LqQ609QhGeC,energy hackathon-draft 1.pdf,application/pdf
164eOFfzwg_3H5AJKdjvWM8iQLg1JEFgO,Campus_Chief.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1MOCAGsjCdhDqATM4j237A1i-71I0EO_tP3aFGdtGgak,Introduction Details ,application/vnd.google-apps.spreadsheet
15ICpkMzcvnX3X8qBG_cHRrp0Zdym9uFi,slogan.txt,text/plain
1XoNR2IXUzt78bdU0iVFUpSkgJFV9BnNI9-8Gk-o9U3U,Order to follow,application/vnd.google-apps.spreadsheet
1n13kSFv-L4rB9r-tCBBq-s_QvK1gIc6O,Locus Spelling fix.pdf,application/pdf
1pvJaZ3ByfCewAK_NeSVx2ucpXq8GzEjS,Docsumo.pdf,application/pdf
1J-On1_BLv89khJFqZ5IgWCnfyyKgwBAx,LP_AD.pdf,application/pdf
13at11X0415kJEDTJXRk_c_RWVAnKqQv_KKuGtza1_Vo,Zerone Ad specs,application/vnd.google-apps.spreadsheet
1Xao9Lrlam7Z2gbEo5QHlvz2_Ql0olgww,Bhoos (BACK COVER INSIDE).pdf,application/pdf
1Kg1epTWn-wqXG4pqLAbGVrNTGdtjR1dX,Programiz (BACK COVER OUTSIDE).pdf,application/pdf
1LypuebqDkpnlww7_NiHm8vDZnRHgvhIN,Dolphin Dive Technology Half Page.pdf,application/pdf
1rDrMOdJRx0b2-a16jPlMavruHiK3TfTY,InspiringLab.pdf,application/pdf
1R54RABpkkuWVuym8lz1W7pArCpgdSSi6,Itonics-half-page.pdf,application/pdf
1CDCVVXg-r17lwJOdUva6XpAIbWk9tys7,qr-code(3).svg,text/xml
1Mng_pgCsiNTqRj3kwJvIklvMUAN95oDR,qr-code(3).svg,text/xml
1QfCqtShqZqay1ebHwYKmqeuSr5Fq7_1j,SponsorTemplate.ait,application/pdf
1l_QFkBcEtUpY3SbL9Ab2TfqD6JUXR-7_,SponsorTemplateEvent.ait,application/pdf
1BXwhWkogpgpoGTnHYddRuSFa-VJ0Q-rp,CELA_ThirdPartyLogoGuidelines_February2021.pdf,application/pdf
17gXulkOE3MkFkuPOm13rfCK7aEc1wMls,README.pdf,application/pdf
1TF6Gyi6coJ2rhjhe2qq-p--l5e21lqBh7bdvMajAyQM,brilliant-revised-mou,application/vnd.google-apps.document
1UJW3oArlpb65ootxvSug90fy9xztWiHkq2-czjGH8pQ,Revised MoU_Programmiz,application/vnd.google-apps.document
1DKariIy0ashki0ReyL1fGdkZocQISQwTclZpmhq_C8A,MoU Dolphin Dive,application/vnd.google-apps.document
1hngZmq-GlvO_wr9zmofXAnsyZ_Dr0U7jmHtCFbcy1RM,MoU_Bhoos_updated,application/vnd.google-apps.document
1COHHjAUzfYp2GjBu6RhlvnUQ0Krb7k_CdM2c8ZbQcAE,MoU_Programmiz_updated,application/vnd.google-apps.document
1rJyLRQmUUOSOmb5tyd5hlT-EYgSaR9p_cNJl_WuyJOY,MoU_Genese_Academy,application/vnd.google-apps.document
182vLlQHCdLXwe3HaEqQhqIhqWzd97ra-l21iRrnmDuQ,MoU_Programmiz,application/vnd.google-apps.document
1q9ovGr2_e6dtMf09Q-JdNB6_99VuaAsbE4UuuvmxrG4,MoU_LIS,application/vnd.google-apps.document
1SqtnyR0wpXCbAS0cRl6y0pnLD3rnwuY85rB69-9hlLA,MoU_Fusemachines,application/vnd.google-apps.document
1hOvpvvIH1jWFAcsShMwk44MPz9qOt3USJZvIIgLKLb8,MoU_Fusemachines_Alternative,application/vnd.google-apps.document
1EimbwXGkN9BfFPdlcYGK5wopJoWA7774qe2-gcfcoQQ,MoU_Bhoos,application/vnd.google-apps.document
1fcCQNlOyL3CjElNqciLhRPtxATg_YdQ8wZjpfbvQyW4,MoU_AIMS_Consultancy,application/vnd.google-apps.document
1jGE5g-W0VLt2Nur3huURNHWAFoA-2tR-Sd6km-t-eGU,MoU_Okhati_Solutions,application/vnd.google-apps.document
1YiP1KXxY802XUgQzKNBOS69UW6UVulrdEWUOaId6j6w,MoU_Docsumo,application/vnd.google-apps.document
1-AClprSBB7OiPL9RxyBcbB8seGMpRKvCh5EzLQ6EALA,MoU_InspiringLab,application/vnd.google-apps.document
1ovtaQZQVDDVefmbK8DLMSQwyx0oxdQ8rzJYQRs5Pb4Y,MoU_Neek,application/vnd.google-apps.document
1MNAOR2Q1pcQNPZem8pHwq43p322A_xXwSSGB629pbOU,MoU_Logpoint,application/vnd.google-apps.document
1qyX9FTpnFiTz0zr5FD1rc52DepPd0Wi0UXcUmfcFcug,MoU_Togglecorp,application/vnd.google-apps.document
1TkA2tfHeIjaFpTRMyLjBt5NSzlcDfBUpcIHBrgOwOk0,MoU_Leapfrog,application/vnd.google-apps.document
1cqfpyC2a9uCr0SDNHxmADKj5v8paJy1VPDPWqKgSvOY,MoU_Itonics,application/vnd.google-apps.document
1mExDj199Aey5UBufDEQ5IZ6u8y74Yokm8P-quiV6XfA,MoU_Techpana,application/vnd.google-apps.document
1WimUkEH7XKJbexORlMRPMTQCWgN-1dZW,MoU_Gaming_Sansar_up.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1t8gNUVu1HwkuJvQEzW-l8g_65so56jUXIKP7CTgERNk,MoU_Khalti,application/vnd.google-apps.document
1Cd3H6Jk5YSAd33jkNsnD2rCAbKQwUhqV,Mou_Programiz_final.pdf,application/pdf
1Jx94_zyZOm9QqtDu-D0Xe1hF4HTCWdVV,MoU_GCA.pdf,application/pdf
1s2vqx7IaOjfUepBkxe8_r1HBfmDB3ZH7,MoU_Gaming_Sansar_up.docx.pdf,application/pdf
12RUBcaJnenLcp9-_Ur5gr-n-J56VginF,MoU_Khalti.pdf,application/pdf
1cJ5yDx6ODCgwxlzn7NgsvTqtiJmwAH5NDw2zJBdsIhs,Copy of Sponsorship details_updated,application/vnd.google-apps.document
13cqw3uUdAqwPu9WfN0hH0u7ocn0HleGeI5lJxqlH9Ok,Sponsorship details,application/vnd.google-apps.document
1mUO8mhoE-JyKucjs1jQIbMk2EeRVU50IJL33PsLKp4o,Sponsorship details_updated,application/vnd.google-apps.document
18yv_xMnjpIA15YHG5VTE6NDu49rpQ7C14xwVOk1eCa8,Copy of Sponsorship details,application/vnd.google-apps.document
1wb4SHT5oa1x4XQZHuCR94P1GMZxG6v6W5D7F5qMBn6w,Zerone Advertisement Specifics,application/vnd.google-apps.document
1VtD4TVmnT3isiKQ3LpDAkyeErdewX2rNJaM-3jFmFTY,Internet Partner,application/vnd.google-apps.document
14fXzv0pSxPMnNFKUg8mxAu8T-dgSkTsobMBfjiSnAYo,Partnership Proposal,application/vnd.google-apps.document
1EVJMG_Lux1KSAKCaj4pwfqBRHsR_8RXq,Partnership Proposal.pdf,application/pdf
1wzvb2lenY6IqWetW4BruEmhJZAuSpDBSPH9KTQ_n3Ew,Programiz_Pro,application/vnd.google-apps.spreadsheet
1u8Ie-r7o96Ekwin38ItGgrl6cj7EU73z,HFCYG-Final_round_score.pdf,application/pdf
1QaVXCcgrXdRNFxeRJBvOxuyjkSQ8w3Zq,HFCYG-Round-1_score.pdf,application/pdf
1KDnMPTAmDGn69K3Ti4qpJ7I_L9j3CaRO,component-list.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1HUP_CmvPsoBMZ7Ku7qilyhyoouylAS_8QY8kkCfPbKA,Event Details: Hardware Fellowship,application/vnd.google-apps.document
1ow9YthWdtEQLP3ydwoE4s2eSRpUNSNrRkzXlSGkvc8E,Event Details: RoboCup,application/vnd.google-apps.document
1oQhiSoogUQS2bplFRK-88LSh0jPgtYly0Y8KPQ70xeI,Press Release,application/vnd.google-apps.document
1IV8wvwRwpYXEJP9OYFs6oM27kqINZyPFFEK8g6aSzLI,Locus Cup expenses ,application/vnd.google-apps.spreadsheet
1YUcaZyPA1ndd4eGQ6VWrSWdbAc5hpMKH,LOCUS Form.pdf,application/pdf
1HNIcq0zFrXVo2FJoYt_W25iWT6biVDERNKQt9lA0sfo,goal sheet,application/vnd.google-apps.spreadsheet
1YLmaY4XxV_PqcJFkfXjwMMQHTqGorXfrkCDHBQrQ7Sc,Expenses,application/vnd.google-apps.spreadsheet
1cLVjjIKZIOah8YpUkcU1Nu2xl20kSw4P7tvf40hK52U,Press Release,application/vnd.google-apps.document
1y9ddI31duEYCm0v_FpoeY5rkorSnDzqzufouZakGxi4,Interview_Question,application/vnd.google-apps.document
1ab2ojYrdpfIhQ_qp1cOlwuzvmUKrDfIZGD91nlIvbEs,LOCUS Minor Project Registration Form (Responses),application/vnd.google-apps.spreadsheet
1uw-Hz4qPggBeyDvovMGFSOxgHQpDDXEt7Gv6N4912O4,Event Details,application/vnd.google-apps.document
1p7EspOBOQdj3PCvHCgVP55LKglvX-ZHC,DancingwithQubits.pdf,application/pdf
1OuGTIMEueIchQ5gcSTmWEbQ9_ZKCIBG8,Syllabus-QC.pdf,application/pdf
1D2JbYhVMCUC0W4kBvNDoSgJpNrqPYg7y2x5okUyIkYs,Untitled document,application/vnd.google-apps.document
1BNYBTlL5LzY6apJEs8b9R6MIwjZCuU7X,Basics of Hardware_ Assignment 5.pdf,application/pdf
1lJu0ZMFvUqhyHzOpmje6fCFUY-iHj-cV,final-ckt.pdf,application/pdf
1hXk1q8O2NfxqFlVEflgfP8tIY8H0-6w3,Basics of Hardware_ Assignment 4.pdf,application/pdf
18UoTFB_HW7LC6CGjq7iTq1mlRIQBpFRc,Basics of Hardware_ Assignment 3.pdf,application/pdf
1ppshzoksnIs_C_DWd_zbN7WV3tUk1GAV,Basics of Hardware_ Assignment 2.pdf,application/pdf
1-yMDqbef_MHlGDwuxnEsXgb1dE2l3mn6,Basics of Hardware_ Assignment #1.pdf,application/pdf
1tIOAH-HSnXkABLY58kLodI-faIlq9wTL,Banking Details .pdf,application/pdf
1lIhCdaqVSCxTg8iyLY7j-yzJD3L8urjMcTZ7j2kBKwQ,Banking Details ,application/vnd.google-apps.document
1Q1q9jjptI9nsL0dXu1gAjkKYtXXPruimnEB0nGDZ6tY,PUBG sponsorship draft,application/vnd.google-apps.document
1rMdqjL2QR0ouhV2Qm0B73BXpxjajIiEpG8MZAViNnuM,LOCUS PUBG Rulebook,application/vnd.google-apps.document
1ghwz7bEGML8JqBl_CUF3jlYbTQzAIjW7,PUBG sponsorship draft.pdf,application/pdf
1kSYXAklhVarbcyzexYS1NPnH3qnXNzJjxx93ZC-CMIM,Gaming Possible Sponsors List,application/vnd.google-apps.spreadsheet
1TH_XsPjBzZocZRJXxvnrfuZs49iu_ksor8AV0MECU40,Gaming Sponsorship Proposal,application/vnd.google-apps.document
1DdH3Jhn3Zs9_58d12mWW1u4jdsygN-BC,Gaming Sponsorship Proposal.pdf,application/pdf
17owcpGFDGrRE78ntuGaofNFb2neZyzho,GMT20210722-102344_Recording.txt,text/plain
18UkxtRhESA2Fs66n91D3rj3n5TljOK0CJuqZdekyhA4,Event Details,application/vnd.google-apps.document
1o91MZxVkyp187_T6lkaxOEroYc5KQIwL,Registration Details.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1ERp7TnnNiCR2Ez0KyxGJJwWpq_5G4W4S,Rulebook.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1GQvDX7bT_RXNknCyHdnIA2I18138UiSF,Event_Summary.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1S5jZLKl9nNbU3dwxwJcnGg3no0SbneKn,Group Division.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
1unIPDw7jHd44kjT6NpPPBYWRbu5A5wNM,Gaming Format.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document
1ZZDS7uBvemiWF853D5YlbTozVJnra11wnkMjym4mwJw,certificate_names,application/vnd.google-apps.spreadsheet
1nubaF1rNba4HFnJCJaXDcmS2p3aRX7PH,eSewa_to_Siddhartha_Bank_Ltd_2024-07-04 - Saurav Prasai.pdf,application/pdf
1h1PbQBDQ6UKP9QT5yC-LYYTbyEscLpeR,receipt_1720025492842 - Umesh Subedi.pdf,application/pdf
1r2A1nqniJDSl20BRhHZE_d1WItLe6mlW,inbound4829408653265173780 - Abishek Jaiswal.pdf,application/pdf
118X4aH4Ax_rGH4vLjmWV15WCGxvzoizA,receipt_1720022482293 - 33 Svan.pdf,application/pdf
1fVOXHKrmJP9E58QZix_cc8jwOzGrwidT,receipt_1720020313624 - Nikesh Poudel.pdf,application/pdf
1Rsmaq36zTQBy2aIUbw8RBNcuba8Kwket,receipt_1720020313624 - Prashant Kafle.pdf,application/pdf
1lXaJLE2o8-zZSIrk9xpBZU_7Q5Y2h2Vg,Arpan Adhikari Payment - Arpan Adhikari.pdf,application/pdf
1OykAvqevi3QH7Pr4uq2Kuht2FoYRyppZ,inbound6951395351151204574 - madan belbase.pdf,application/pdf
1-dt8GkXDIf_s0nFQb5U1w4yP_sUAjwOL,receipt_1720019650708 - CHITRA RAJ JOSHI THA080BEI018.pdf,application/pdf
1vOa8LL1S0QC8OnOoae7NavAvdTgkdMBR,Payment receipt - Sanjog Sharma.pdf,application/pdf
1G-8E4LOkdOpTr3gVTqy0Dcj_rXbswXzA,receipt_1720012820855 - Umesh Kumar Rajbanshi.pdf,application/pdf
1M_85NFOESgPFspwgxrXaQ_Z2HfFT7YP5,eSewa_to_Siddhartha_Bank_Ltd_2024-07-03 (2) - Roshan Kunwar.pdf,application/pdf
1Eu5pzuA3BijHkgdylNDf5l_FlqUG6I0E,NMB-TRN-RECEIPT-459870-2024-07-03T18_27_29.263 - Rajan Shrestha.pdf,application/pdf
1vP7l3QAo66U8rDwI5nYrKk-HWIS3gQla,eSewa_to_Siddhartha_Bank_Ltd_2024-07-03 - Aryaman Mulmi.pdf,application/pdf
